,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,chassis,motherboard,CPU,form_factor,chipset,cores,height_mm,width_mm,depth_mm,product_colour,drive_bays,Supported_memory_types,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Gross Weight, Net Weight,num_of_m_2_supported,m_2_key,m_2_interface,m_2_form_factor,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,num_of_storage_drives_supported,onboard_network_controllers,num_of_dimm_slots,backplanes_support,power_supply,ecc,nodes,partner,desc,type,Operating Temperature Range,Non-Operating Temperature Range,Operating Relative Humidity Range,Non-Operating Relative Humidity Range,Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity,Net Weight,"Net Weight w/ 2.5"" HDDs","Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,* Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,with HDD Non-operating Temperature
284,284.0,,,,,372,CSE-848GTS-R4000P,Super X11DPG-OT-CPU,2nd Gen Intel® Xeon® Scalable,4U Rackmountable Rackmount Kit (MCP-290-00057-0N),Intel® C622 chipset,Up to 28 Cores,"7.0"" (178mm)","17.2"" (437mm)","32.1"" (815mm)",Black,"4. 24 Hot-swap 3.5"" drive bays or",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,100 lbs (45.3 kg,,2, M-Key, 1 PCI-E 3.0 x4 Form Factors," 2280, 22110 ",20 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"20 PCI-E 3.0 x16 support    1 PCI-E 3.0 x8 (FH, FL in x16 slot)",6TB,4 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,24.0,Dual Port 10GbE from C622,24 DIMM,,2000W Redundant Power Supplies with PMBus,Y,1,supermicro,6049GP-TRT,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,65.5 lbs (29.7 kg,,,,,
285,285.0,,,,,373,CSE-418GTS-R4000BP2,Super X11DPG-OT-CPU,- Artificial Intelligence,4U Rackmountable Rackmount Kit (MCP-290-00057-0N),Intel® C622 chipset,Up to 28 Cores,"7.0"" (178mm)","17.2"" (437mm)","29"" (737mm)",Black,"4. Up to 24 Hot-swap 2.5"" drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,100 lbs (45.3 kg,,1,,1 NVMe based M.2 SSD Form Factors," 2260, 2280, 22110",11 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"11 PCI-E 3.0 x16 (FH, FL) slots    1 PCI-E 3.0 x8 (FH, FL in x16 slot)",6TB,4 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,24.0,Dual Port 10GbE from C622,24 DIMM,,2000W Redundant Power Supplies with PMBus,Y,1,supermicro,4029GP-TRT2,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,65.5 lbs (29.7 kg,,,,,
286,286.0,,,,,374,CSE-418GTS-R4000BP2,Super X11DPG-OT-CPU,2nd Gen Intel® Xeon® Scalable,4U Rackmountable Rackmount Kit (MCP-290-00057-0N),Intel® C622 chipset,Up to 28 Cores,"7.0"" (178mm)","17.2"" (437mm)","29"" (737mm)",Black,"4. Up to 24 Hot-swap 2.5"" drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,100 lbs (45.3 kg,,1,,1 NVMe based M.2 SSD Form Factors," 2260, 2280, 22110",11 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"11 PCI-E 3.0 x16 (FH, FL) slots,    1 PCI-E 3.0 x8 (FH, FL in x16 slot)",6TB,4 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,24.0,Dual Port 10GbE from C622,24 DIMM,,2000W Redundant Power Supplies with PMBus,Y,1,supermicro,4029GP-TRT3,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,65.5 lbs (29.7 kg,,,,,
287,287.0,,,,,375,CSE-848UTS-R4800P,Super X11QPH+, Business Intelligence,4U Rackmount,Intel® C621 chipset,Up to 28 Cores,"6.9"" (177mm)","17.2"" (437mm)","34.5"" (876mm)",Black,"Hot-swap 24 Hot-swap 3.5"" SAS3/SATA3 drive bays Optional 24 SAS3 ports via AOC Optional 16 SAS3 ports via AOC + 8 NVMe ports via AOC",2933†/2666MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,115 lbs (52.16 kg,,,,,,6 PCI-E 3.0 x16,10 PCI-E 3.0 x8,"6 PCI-E 3.0 x16 slots,10 PCI-E 3.0 x8 slots",12TB,2 USB 3.0 ports (rear,,Quad Socket P (LGA 3647) support,24.0,4x 10GBase-T ,48 DIMM,SATA3,1000 / 1600W 1U Redundant Power Supply,Y,1,supermicro,8049U-E1CR4T,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,74.5 lbs (33.79 kg,,,,,
288,288.0,,,,,376,CSE-938NH-R2K04BP,Super X11SCD-F,"Intel® Xeon® processor E-2100/E-2200,",3U,Intel® C246 chipset,8 cores max.,"5.21"" (132.5 mm)","17.26"" (438.4 mm)","23.2"" (589 mm)",Black,,2666/2400/2133MHz ECC DDR4 SDRAM,10°C to 35°C (50°F to 95°F,,,,88lbs (39.92kg,,2, M-Key, 2 PCI-E 3.0 x4 M.2 Form Factor," 2280, 22110 M.2 ","1 PCI-E 3.0 x8 LP slot,6. M.2 Interface: 2 PCI-E 3.0 x4",1 PCI-E 3.0 x8,"1 PCI-E 3.0 x8 LP slot,6. M.2 Interface: 2 PCI-E 3.0 x4",128GB ,,,Single socket H4 (LGA 1151) supports,,Dual LAN with Intel® i350,4 DIMM,SATA3,2000W Titanium Redundant Power Supplies with PMBus and Reverse Airflow,Y,1,supermicro,5039MC-H8TRF,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,62.2lbs (28.21kg,,,,,
289,289.0,,,,,377,CSE-938BH-R1K68B,Super X11SSD-F,"Intel® Xeon® processor E3-1200 v6/v5,",3U,Intel® C236 chipset,,"5.21"" (132.5 mm)","17.26"" (438.4 mm)","23.2"" (589 mm)",Black,,"2400MHz/2133MHz ECC DDR4 SDRAM 72-bit, 288-pin gold-plated UDIMMs",10°C to 35°C (50°F to 95°F,,,,88 lbs (39.92 kg,,,,,,1 PCI-E 3.0 x8 and 1 Micro-LP,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 and 1 Micro-LP,64GB ,1 USB 3.0,2 USB 2.0,Single socket H4 (LGA 1151) supports    DDR4-2400MHz in 4 sockets,,Intel® i350 GbE controller,4 DIMM,SATA3,1600W 1U Redundant Power Supplies with PMBus,Y,1,supermicro,5039MS-H8TRF,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,62.2 lbs (28.21 kg,,,,,
290,,,,,,379,CSE-827HQ+-R2K20BP2,Super X11DPT-PS,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","30.5"" (774mm)",Black,"5. 3 Hot-swap 3.5"" SAS/SATA drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,90 lbs (40.9kg,,,,,,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports total (rear,,Dual Socket P (LGA 3647) support,3,Barebones and Complete System must have at least one SIOM or network card installed per node,16 DIMM,NA,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,6029TP-HC0R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,72 lbs (32.7 kg,,,,,
291,,,,,,380,CSE-827HQ+-R2K20BP2,Super X11DPT-PS,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","30.5"" (774mm)",Black,"5. 3 Hot-swap 3.5"" SAS/SATA drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,90 lbs (40.9kg,,,,,,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports total (rear,,Dual Socket P (LGA 3647) support,3,Barebones and Complete System must have at least one SIOM or network card installed per node,16 DIMM,NA,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,6029TP-HC1R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,72 lbs (32.7 kg,,,,,
292,,,,,,381,CSE-F418IF3-R2K20BP,Super X11DPFF-SN,2nd Gen Intel® Xeon® Scalable,4U Rackmount,Intel® C621 chipset,Up to 28 Cores,"6.96"" (177mm)","17.63"" (448mm)","29"" (737mm)",Black,"2 Fixed 3.5"" SATA3 drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,200 lbs (90.71 kg,,2, M-Key, 2 SATA/PCI-E 3.0 x4," 2260, 2280, 22110 M.2 ",1 PCI-E 3.0 x16,"1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8 (LP),    1 PCI-E 3.0 x16 (for SIOM )    M.2 Interface: 2 SATA/PCI-E 3.0 x4,",3TB,2 USB 3.0,,Dual Socket P (LGA 3647) support,NA,Flexible networking via SIOM,12 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,F619P3-FT,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,150 lbs (68.04 kg,,,,,
293,,,,,,382,CSE-F424AS2-R1K23BP,Super X11DPFR-SN,2nd Gen Intel® Xeon® Scalable,4U Rackmount,Intel® C621 chipset,Up to 28 Cores,"6.96"" (177mm)","17.63"" (448mm)","29"" (737mm)",Black,4 Hot-plug System Nodes in 4U,2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,200 lbs (90.71 kg,,2, M-Key, PCI-E 3.0 x4 M.2 Form Factor," 2260, 2280, 22110 M.2 ",1 PCI-E 3.0 x16,NA,Expansion slots: 1 PCI-E 3.0 x16 (LP)    1 PCI-E 3.0 x16 (for SIOM )    M.2 Interface: PCI-E 3.0 x4,3TB,2 USB 3.0,,Dual Socket P (LGA 3647) support,4,Flexible networking via SIOM,12 DIMM,SATA3,NA,Y,1,supermicro,F629P3-RC0B,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,150 lbs (68.04 kg,,,,,
294,,,,,,383,CSE-505-203B,Super X10SDV-TP8F,"Intel® Xeon® processor D-1518, 2.2GHz; CPU TDP support 35W FCBGA 1667",1U Rackmount,NA,"4 Cores, 8 Threads / 6MB","1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,"HDD 1x 3.5"" or 4x 2.5"" fixed drive bays with bracket",2133/1866/1600MHz ECC DDR4 ECC RDIMM and ECC/Non-ECC UDIMM,10°C to 40°C (50°F to 104°F,,,,12 lbs (5.44 kg,,1,M Key,M.2 PCIe 3.0 x4,2242/2280/,NA,"2 PCIe 3.0 x4, M Key 2242/228",NA,128GB ,2x USB 3.0 ports (front,,   Single socket FCBGA 1667;    UDIMM in 4 sockets,NA,Dual 10G SFP+ from D-1500 SoC Quad 1GbE with Intel I350-AM4 Dual 1GbE with Intel I210,4 DIMM,NA,200W Low Noise AC-DC power supply with PFC,Y,1,supermicro,5018D-FN8T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,8 lbs (3.63 kg,,,,,
295,,,,,,384,CSE-E50,Super A2SAP-H,"CPU Intel® Atom® processor E3940 Single socket FCBGA 1296 9.5W, 4C",Proprietary,System on Chip,NA,"1.72"" (44mm)","5.82"" (148mm)","4.64"" (118mm)",Black,NA,DDR3L up to 1866MHz,0°C to 50°C (32°F to 122°F,,,,3.52 lbs (1.6 kg,,1 ,B-Key,NA,2242/3042,NA,NA,NA,8GB ,2 USB 3.0,2 USB 2.0,"   Single socket FCBGA 1296    DIMM, DDR3L-1866MHz, in 1 socket",NA,Dual LAN with Intel® Ethernet Controller I210-IT,1 DIMM,NA,40W lockable 12V DC power adapter,Y,1,supermicro,E50-9AP-Wifi,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,2.2 lbs (1 kg,,,,,
296,,,,,,385,CSE-E101-01,Super X11SSN-E-WOHS,CPU 7th Generation Intel® Core i5-7300U Processor Single Socket FCBGA 1356 System-on-Chip CPU TDP support 15W,"3.5"" SBC",System on Chip,NA,"1.73"" (44mm) / 5.12"" (130mm) - pkg.","7.68"" (195mm) / 11.81"" (300mm) - pkg.","5.94"" (151mm) / 11"" (279mm) - pkg.",Black,Internal 1 M.2 2280 B-Key for SATA or PCIe SSD,DDR4 up to 2133MHz,0°C ~ 50°C (32°F ~ 122°F,,,,,,3, B-Key 2280, SATA and PCIe 3.0 x1 and USB 2.0 Form Factor,,"1 M.2 B-Key 2280, 1 Full size Mini-PCI-E",NA,"1 M.2 B-Key 2280, 1 Full size Mini-PCI-E",32GB ,2 USB 3.0,4 USB 2.0,   Processor; Single Socket FCBGA 1356,NA,Single LAN with Intel® I210IT Single LAN with Intel® PHY I219LM,2 DIMM,NA,Lockable 12V DC 60W power adapter,Y,1,supermicro,E100-9S-E,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,2.65 lbs (1.2 kg,,,,,
297,,,,,,386,CSE-E300,Super X10SDV-TP8F,"Intel® Xeon® processor D-1518, 2.2GHz; CPU TDP support 35W FCBGA 1667",Mini-1U,System on Chip,"4 Cores, 8 Threads / 6MB","1.7"" (43mm) / 10.87"" (276mm) - pkg.","10"" (254mm) / 15"" (381mm) - pkg.","8.9"" (226mm) / 5.59"" (142mm) - pkg.",Black,"Internal 1x 2.5"" fixed drive bay with bracket (when AOC area is not occupied)",2133/1866/1600MHz ECC DDR4 ECC RDIMM and ECC/Non-ECC UDIMM,0°C to 40°C (32°F to 104°F,,,,7.5 lbs (3.4 kg,,3, M Key 2242/2280/22110 Support SATA devices, PCI-E 3.0 x4 Form Factor, M ,"1 PCI-E 3.0 x8 AOC slot (LP),    Mini PCI-E (mSATA support),    M.2 PCI-E 3.0 x4 (SATA support),",1 PCI-E 3.0 x8,"1 PCI-E 3.0 x8 AOC slot (LP),    Mini PCI-E (mSATA support),    M.2 PCI-E 3.0 x4 (SATA support),",128GB ,2 USB 3.0,,   Single socket FCBGA 1667;    UDIMM in 4 sockets,NA,Dual 10G SFP+ from D-1500 SoC Quad 1GbE with Intel I350-AM4 Dual 1GbE with Intel I210,4 DIMM,NA,DC Power Adapter,Y,1,supermicro,E300-8D,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,3.45 lbs (1.56 kg,,,,,
298,,,,,,387,CSE-119UAC2-R1K02,Super X10DRU-i+,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 160W TDP) * Dual Socket R3 (LGA 2011),1U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,"Hot-swap 10x 2.5"" Hot-swap drive bays 6 NVMe ports (NVMe from CPU 1) 4 NVMe/SAS3 hybrid ports for optional SAS3/SATA3** (NVMe from CPU 2)  ** Note: SAS3/SATA3 support requires additional parts in optional parts list",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit 2666/2400 ECC DDR4 NVDIMM,10°C to 35°C (50°F to 95°F,,,,48 lbs (21.8 kg),,,,,,3 PCI-E 3.0 x8 slots,3 PCI-E 3.0 x8,3 PCI-E 3.0 x8 slots,3TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A",,Dual socket R3 (LGA 2011) supports,NA,2 10GBase-T ports via AOC-URN6-i2XT Intel® X540 10GBase-T ,4 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,1028U-TN10RT,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,,,,,,
299,,,,,,388,CSE-219UBTS-R1K62P-TN24,Super X10DRU-i+,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 160W TDP) * Dual Socket R3 (LGA 2011),2U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"Hot-swap Total 26x Hot-swap 2.5"" drive bays (Front: 24, Rear: 2): 4 x Hybrid (NVMe/SATA3) ports - Optional SAS3 support via AOC",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit 2666/2400 ECC DDR4 NVDIMM,10°C to 35°C (50°F to 95°F,,,,72 lbs (32.7 kg,,,,,,"2x PCI-E 3.0 x16 (2x FH, 10.5"" L),    1x PCI-E 3.0 x8 (LP) slots",NA,"2x PCI-E 3.0 x16 (2x FH, 10.5"" L),    1x PCI-E 3.0 x8 (LP) slots",3TB,"5x USB 3.0 ports (2 rear, 2 onboard header, 1 Type A",,Dual socket R3 (LGA 2011) supports,3,4x 10GBase-T ports via AOC-2UR6N4-i4XT Intel® X540 10GBase-T ,4 DIMM,SATA3,1600W Redundant Power Supplies with PMBus,Y,1,supermicro,2028U-TN24R4T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
300,,,,,,389,CSE-827BHQ+-R2K22BP,Super X11DPT-B,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","30.11"" (765mm)",Black,"4. 3 Hot-swap 3.5"" NVMe/SAS3 drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,86.5 lbs (39.24 kg,,1,NA,2 M.2 NVMe or SATA (2240/2260/2280, via optional AOC-SMG3-2H8M2-B,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,3,    2nd Gen Intel® Xeon® Scalable,24 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,6029BT-HNC0R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,56 lbs (25.4 kg,,,,,
301,,,,,,389,CSE-827BHQ+-R2K22BP,Super X11DPT-B,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","30.11"" (765mm)",Black,"4. 3 Hot-swap 3.5"" NVMe/SAS3 drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,86.5 lbs (39.24 kg,,1,NA,2 M.2 NVMe or SATA (2240/2260/2280, via optional AOC-SMG3-2H8M2-B,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,3,    2nd Gen Intel® Xeon® Scalable,24 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,6029BT-HNC0R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,56 lbs (25.4 kg,,,,,
302,,,,,,389,CSE-827BHQ+-R2K22BP,Super X11DPT-B,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","30.11"" (765mm)",Black,"4. 3 Hot-swap 3.5"" NVMe/SAS3 drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,86.5 lbs (39.24 kg,,1,NA,2 M.2 NVMe or SATA (2240/2260/2280, via optional AOC-SMG3-2H8M2-B,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,3,    2nd Gen Intel® Xeon® Scalable,24 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,6029BT-HNC0R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,56 lbs (25.4 kg,,,,,
303,,,,,,393,CSE-219UAC-R1K02,Super X10DRU-i+,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 160W TDP) * Dual Socket R3 (LGA 2011),2U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"Hot-swap 24x 2.5"" Hot-swap drive bays Default 8x SATA3 ports and 4x NVMe ports Optional 24x SAS3 ports via AOC   Note: optional storage card is required to support more than 10 drives.",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit 2666/2400 ECC DDR4 NVDIMM,10°C to 35°C (50°F to 95°F,,,,72 lbs (32.7 kg,,,,,,"6 PCI-E 3.0 x8 slots (4 FH, 10.5"" L,",6 PCI-E 3.0 x8,"6 PCI-E 3.0 x8 slots (4 FH, 10.5"" L,",3TB,"5x USB 3.0 ports (2 rear, 2 onboard header, 1 Type A",,Dual socket R3 (LGA 2011) supports,24,4x 10GBase-T ports via AOC-2URN4-i4XT Intel® X540 10GBase-T ,4 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,2028U-TNR4T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
304,,,,,,394,CSE-E300,Super X11SDV-4C-TLN2F,"Intel® Xeon® processor D-2123IT, CPU TDP support 60W",Compact,System on Chip,"4 Cores, 8 Threads","1.7"" (43mm) / 10.87"" (276mm) - pkg.","10"" (254mm) / 15"" (381mm) - pkg.","8.9"" (226mm) / 5.59"" (142mm) - pkg.",Black,"Internal 1 Internal 2.5"" drive bay",2666/2400/2133MHz ECC DDR4 ECC LRDIMM and ECC RDIMM Operating speed up to 2400MHz,0°C to 40°C (32°F to 104°F,,,,7.5 lbs (3.4 kg,,,,,,"1 onboard OCuLink port (or 1 PCI-E 3.0    x4 NVMe), 1 PCI-E 3.0 x8 (LP) open slot",1 PCI-E 3.0 x8,"1 onboard OCuLink port (or 1 PCI-E 3.0    x4 NVMe), 1 PCI-E 3.0 x8 (LP) open slot",512GB ,2 USB 3.0,,NA,NA,"Dual 10GBase-T LAN, SoC",4 DIMM,NA,150W Lockable DC power adapter (adapter cannot be mounted by the kit),Y,1,supermicro,E300-9D,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,3.45 lbs (1.56 kg,,,,,
305,,,,,,395,CSE-219U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"5. 24 Hot-swap 2.5"" drive bays; 14 SATA3",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 onboard header, 1 Type A",,Dual Socket P (LGA 3647) support,24,2 25GbE SFP28 ports via AOC-2UR68-M2TS-O (Mellanox ConnectX-4 Lx EN),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,2029U-TR25M,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
306,,,,,,396,CSE-745BTS-R1K28BP2,H11DSi-NT,Dual AMD EPYC™ 7001/7002* Series Processors (*AMD EPYC 7002 series drop-in support requires board revision 2.x),Tower / 4U Rackmountable,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"17.8"" (452mm)","7"" (178mm)","25.5"" (647mm)",Black,"Hot-swap 8 hot-swap 3.5"" Drive Bays: 8 SATA3 by default or 8 SAS3","DDR4 2666 MHz Registered ECC, 288-pin gold-plated DIMMs (7001 Processors) DDR4 3200 MHz Registered ECC, 288-pin gold-plated DIMMs (Board revision 2.x required + 7002 Processors)",10°C to 35°C (50°F to 95°F,,,,NA,,1, M-key, 1 SATA/PCI-E 3.0 x2 (Platform with EPYC 7002 processor only supports PCI-E type M.2 module," 2280, 22110 ",2 PCI-E x16,3 PCI-E x8,PCI-E x16 slots3 PCI-E x8 slotsM.2 Interface: 1 SATA/PCI-E 3.0 x2(Platform with EPYC 7002 processor only supports PCI-E type M.2 module),2TB,2 USB 3.0 ports (rear, 2 USB 2.0 ports (rear,NA,NA,2 Intel® X550 10GBase-T Ethernet Controllers 1 Realtek RTL8211E PHY (dedicated IPMI),16 DIMM,SATA3,NA,Y,1,supermicro,4023S-TRT,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,NA,,,,,
