,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Net Weight, Gross Weight,chassis,motherboard,form_factor,power_supply,chipset,cores,height_mm,width_mm,depth_mm,product_colour,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,ecc,nodes,partner,desc,type,Gross Weight, Net Weight," Net Weight w/ 2.5"" HDDs"," Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity, * Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,   with HDD Non-operating Temperature,Non-operating Temperature
157,157.0,157.0,,,,302,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 28 lbs (12.70 kg, 36 lbs (16.33 kg,CSE-818GTS-1K43BP2,Super X11SPG-TF,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.2"" (716mm)",Black,2 PCI-E 3.0 x16,,"2 PCI-E 3.0 x16 slots (support    double-width GPU), 1 PCI-E 3.0 x16",1.5TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Single Socket P (LGA 3647) supports,Y,1,supermicro,5019GP-TT,SUPERMICRO,,,,,,,,,,
158,158.0,158.0,,,,303,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 45 lbs (15.9 kg, 58 lbs (21.8 kg,CSE-118GQE-R2K03P,Super X10DGQ,1U Rackmount,System Cooling,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","35.2"" (894mm) 39.3"" (997mm) with rails",Black,4 PCI-E 3.0 x16,2 PCI-E 3.0 x8,4 PCI-E 3.0 x16 slots (4 NVIDIA    2 PCI-E 3.0 x8 (in x16) LP slot,1TB,2x USB 3.0 ports (2 via headers,2x USB 3.0 ports (2 via headers,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,1028GQ-TR,SUPERMICRO,,,,,,,,,,
159,159.0,159.0,,,,304,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 35 lbs (15.9 kg, 48 lbs (21.8 kg,CSE-118GH-R1K66B,Super X10DRG-H,1U Rackmount,System Cooling,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","30.6"" (777mm)",Black,4 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"4 PCI-E 3.0 x16 slots (3 GPU/MIC    cards optional), 1 PCI-E 3.0 x8 LP slot",2TB,"4x USB 3.0 ports (2 rear, 2 via header","4x USB 3.0 ports (2 rear, 2 via header",Dual socket R3 (LGA 2011) supports,Y,1,supermicro,1028GR-TR,SUPERMICRO,,,,,,,,,,
160,160.0,160.0,,,,305,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 80 lbs (36.2 kg, 135 lbs (61.2 kg,CSE-R422BG-1,Super X11DGO-T,4U Rackmountable Rackmount Kit (MCP-290-31401-0N),2200W Redundant Titanium Level Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"7.0"" (178mm)","17.6"" (447mm)","31.7"" (805mm)",Black,4 PCI-E 3.0 x16,,"4 PCI-E 3.0 x16 (LP)    2 PCI-E 3.0 x16 (LP, CPU tray)",6TB,2 USB 3.0 ports (front,2 USB 3.0 ports (front,Dual Socket P (LGA 3647) support,Y,1,supermicro,4029GP-TVRT,SUPERMICRO,,,,,,,,,,
161,161.0,161.0,,,,306,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    10% to 85% (non-condensing,    5% to 95% (non-condensing, 298 lbs (135 kg, 385 lbs (175 kg,CSE-1018G-R12KP,Super X11DPG-HGX2,10U Rackmountable,6x 3000W Redundant Titanium Level Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"17.2"" (437mm)","17.8"" (452mm)","27.75"" (705mm)",Black,16 PCI-E 3.0 x16,,16 PCI-E 3.0 x16 for RDMA via    IB EDR; 2 PCI-E 3.0 x16 on board,3TB,2 USB 3.0 ports (front,2 USB 3.0 ports (front,Dual Socket P (LGA 3647) support,Y,1,supermicro,9029GP-TNVRT,SUPERMICRO,,,,,,,,,,
162,162.0,162.0,,,,307,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 65 lbs (29.5 kg, 80 lbs (36.3 kg,CSE-802TS-R606WBP,Super X11DDW-NT,1U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.6"" (447mm)","37.40"" (950mm)**",Black,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots,    1 PCI-E 3.0 x8 LP slot,    1 PCI-E 3.0 x4 NVMe M.2 slot",3TB,4 USB 3.0,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6019P-ACR12L,SUPERMICRO,,,,,,,,,,
163,163.0,163.0,,,,308,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-826BE1C-R802LPB,Super X11SPH-nCTF,2U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","25.6"" (648mm)",Black,1 PCI-E 3.0 x16,"1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8,    1 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8)",2TB,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,Single Socket P (LGA 3647) supports,Y,1,supermicro,5029P-E1CTR12L,SUPERMICRO, 58 lbs (26.3 kg, 34 lbs (15.4 kg,,,,,,,,
164,164.0,164.0,,,,309,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,61 lbs (27.7 kg),CSE-826BE1C4-R1K23LPB,Super X11DPH-T,2U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-E1CR12H,SUPERMICRO,,,,,,,,,,
165,165.0,165.0,,,,310,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,61 lbs (27.7 kg),CSE-826BE1C4-R1K23LPB,Super X11DPH-T,2U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-E1CR12T,SUPERMICRO,,,,,,,,,,
166,166.0,166.0,,,,311,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,61 lbs (27.7 kg),CSE-826BE1C4-R1K23LPB,Super X11DPH-T,2U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-E1CR12L,SUPERMICRO,,,,,,,,,,
167,167.0,167.0,,,,312,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,62 lbs (28.12 kg),CSE-829HE1C4-R1K62LPB,Super X11DPH-T,2U Rackmount,1600W Redundant Power Supplies with PMBus,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.75"" (705 mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-E1CR16T,SUPERMICRO,,,,,,,,,,
168,168.0,168.0,,,,313,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,61 lbs (27.7 kg),CSE-216BE1C4-R1K23LPB,Super X11DPH-T,2U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029P-E1CR24H,SUPERMICRO,,,,,,,,,,
169,169.0,169.0,,,,314,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-826STS-R1K62P1,Super X11DSC+,2U Rackmount,1600W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","34"" (863mm)",Black,2 PCI-E 3.0 x16,"2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8, 1 SIOM",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-E1CR24H,SUPERMICRO,,,,,,,,,,
170,170.0,170.0,,,,315,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-826STS-R1K62P1,Super X11DSC+,2U Rackmount,1600W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","34"" (863mm)",Black,2 PCI-E 3.0 x16,"2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8, 1 SIOM",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-E1CR24L,SUPERMICRO,,,,,,,,,,
171,171.0,171.0,,,,316,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-836BE1C-R1K23B,Super X11DPH-T,3U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"5.2"" (132mm)","17.2"" (437mm)","25.5"" (648mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6039P-E1CR16H,SUPERMICRO, 79 lbs (35.8 kg, 48 lbs (21.8 kg,,,,,,,,
172,172.0,172.0,,,,317,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-836BE1C-R1K23B,Super X11DPH-T,3U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"5.2"" (132mm)","17.2"" (437mm)","25.5"" (648mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6039P-E1CR16L,SUPERMICRO, 79 lbs (35.8 kg, 48 lbs (21.8 kg,,,,,,,,
173,173.0,173.0,,,,318,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-847BTS-R1K23LPBP,Super X11SPH-nCTF,4U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","27.5"" (699mm)",Black,1 PCI-E 3.0 x16,"1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8,    1 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8)",2TB,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,Single Socket P (LGA 3647) supports,Y,1,supermicro,5049P-E1CTR36,SUPERMICRO, 102.5 lbs (46.4 kg, 65.5 lbs (29.7 kg,,,,,,,,
174,174.0,174.0,,,,319,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946LTS-R1K66P1,Super X11SPL-F,4U Rackmount,,Intel® C621 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","26"" (660mm)",Black,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x8 (in x16),    3 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8)    1 PCI-E 3.0 x8 (occupied by HBA)",2TB,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,Single Socket P (LGA 3647) supports,Y,1,supermicro,5049P-E1CR45L,SUPERMICRO, 120 lbs (54.43 kg, 85 lbs (38.56 kg,,,,,,,,
175,175.0,175.0,,,,320,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946LTS-R1K66P1,Super X11SPL-F,4U Rackmount,,Intel® C621 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","26"" (660mm)",Black,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x8 (in x16),    3 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8)    1 PCI-E 3.0 x8 (occupied by HBA)",2TB,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,5 USB 3.0 ports (2 rear + 2 headers + 1 Type A,Single Socket P (LGA 3647) supports,Y,1,supermicro,5049P-E1CR45H,SUPERMICRO, 120 lbs (54.43 kg, 85 lbs (38.56 kg,,,,,,,,
176,176.0,176.0,,,,321,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-846BE1C-R1K23B,Super X11DPH-T,4U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","26.5"" (673mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6049P-E1CR24H,SUPERMICRO, 92 lbs (41.7 kg, 55 lbs (24.9 kg,,,,,,,,
177,177.0,177.0,,,,322,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-847BE1C4-R1K23LPB,Super X11DPH-T,4U Rackmount,,Intel® C622 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","27.5"" (699mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6049P-E1CR36H,SUPERMICRO, 102.5 lbs (46.4 kg, 65.5 lbs (29.7 kg,,,,,,,,
178,178.0,178.0,,,,323,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946LTS-R1K66P1,Super X11DSC+,4U Rackmount,,Intel® C621 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","26"" (660mm)",Black,2 PCI-E 3.0 x16,"2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8, 1 SIOM",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6049P-E1CR45L,SUPERMICRO, 120 lbs (54.43 kg, 85 lbs (38.56 kg,,,,,,,,
179,179.0,179.0,,,,324,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946LTS-R1K66P1,Super X11DSC+,4U Rackmount,,Intel® C621 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","26"" (660mm)",Black,2 PCI-E 3.0 x16,"2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8, 1 SIOM",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6049P-E1CR45H,SUPERMICRO,,,,,,,,,,
180,180.0,180.0,,,,325,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946STS-R2K05P,Super X11DSC+,4U Rackmount,2000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","30.2"" (767mm)",Black,2 PCI-E 3.0 x16,"2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8, 1 SIOM",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6049P-E1CR60L,SUPERMICRO, 170.5 lbs (77.3kg, 118 lbs (53.5 kg,,,,,,,,
181,181.0,181.0,,,,326,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946STS-R2K05P,Super X11DSC+,4U Rackmount,2000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"7"" (178mm)","17.2"" (437mm)","30.2"" (767mm)",Black,2 PCI-E 3.0 x16,"2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","2 PCI-E 3.0 x16, 1 PCI-E 3.0 x8, 1 SIOM",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6049P-E1CR60H,SUPERMICRO, 170.5 lbs (77.3kg, 118 lbs (53.5 kg,,,,,,,,
182,182.0,182.0,,,,327,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-946TS-R3KBP,Super X10DSC-TP4S,4U Rackmount,,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"7"" (178mm)","17.6"" (447mm)","38.2"" (970mm)",Black,,,,1TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,6048R-E1CR90L,SUPERMICRO, 235 lbs (106.6 kg, 160 lbs (72.6 kg,,,,,,,,
183,183.0,183.0,,,,328,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-217BHQ+-R2K22BP2,Super X11DPT-B,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","28.75"" (730mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029BT-HNR,SUPERMICRO, 85 lbs (38.6kg, 54.5 lbs (24.7 kg,,,,,,,,
184,184.0,184.0,,,,329,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-217BHQ+-R2K22BP2,Super X11DPT-B,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","28.75"" (730mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029BT-HNC0R,SUPERMICRO, 85 lbs (38.6kg, 54.5 lbs (24.7 kg,,,,,,,,
185,185.0,185.0,,,,330,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-217HQ+-R2K20BP3,Super X11DPT-PS,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029TP-HC0R,SUPERMICRO, 90 lbs (40.9kg, 72 lbs (32.7 kg,,,,,,,,
186,186.0,186.0,,,,331, 10°C to 35°C (50°F to 95°F, -40°C to 70°C (-40°F to 158°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 g,CSE-119UTS-R1K02P-T,H11DSU-iN,1U,1000W Redundant Power Supplies with PMBus,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"1.7"" (43mm)","17.2"" (437mm)","27.82"" (707mm)",Black,2 PCI-E x16,2 PCI-E x8,"PCI-E x16 (FH / 9.5""L) slots2 PCI-E x8 slots",4TB,5 USB 3.0 ports (2 rear + 2 via header + 1 Type A,5 USB 3.0 ports (2 rear + 2 via header + 1 Type A,,Y,1,supermicro,1123US-TR4,SUPERMICRO,,,,,,,,,,
187,187.0,187.0,,,,334,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,71 lbs (32.2 kg),CSE-743TS-1200BP-SQ,Super X11SPA-TF,4U Rackmountable / Tower Optional Rackmount Kit,1200W high-efficiency power supply w/ PMBus,Intel® C621 chipset,Up to 28 Cores,"17.8"" (452mm)","7.0"" (178mm)","25.5"" (648mm)",Black,4 PCI-E 3.0 x16,"4 PCI-E 3.0 x16, 3 PCI-E 3.0 x8","4 PCI-E 3.0 x16, 3 PCI-E 3.0 x8    M.2 Interface: 4 PCI-E 3.0 x4",3TB,"6 USB 3.1 Gen1 ports (4 rear, 2 headers","6 USB 3.1 Gen1 ports (4 rear, 2 headers",Single Socket P (LGA 3647) support,Y,1,supermicro,5049A-T,SUPERMICRO,,,,,,,,,,
188,188.0,188.0,,,,336,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-815TS-R504WBP4,Super H12SSW-NT,1U Rackmount,500W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"1.7"" (43mm)","17.2"" (437mm)","25.6"" (650mm)",Black,2 PCI-E 4.0 x16,,"2 PCI-E 4.0 x16 (FHFL) slots,    1 PCI-E 4.0 x16 (LP) slot    Optional 4 U.2 NVMe (PCI-E 3.0)",2TB,5 USB 3.0,"5 USB 3.0 ports (4 rear, 1 Type A",,Y,1,supermicro,1014S-WTRT,SUPERMICRO, 46 lbs (20.87kg, 22 lbs (9.98kg,,,,,,,,
189,189.0,189.0,,,,337, 10°C to 30°C (50°F to 86°F, -40°C to 70°C (-40°F to 158°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing, 20 lbs (9.1 kg, 33 lbs (15.0 kg,CSE-116TS-R706WBP3,H11SSW-NT,1U,,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 3.0 x16,,"PCI-E 3.0 x16 (FH/HL) slots,1 PCI-E 3.0 x16 (LP) slotM.2 Interface: PCI-E 3.0 x2 (NVMe based)",2TB,7 USB 3.0 ports (4 rear + 2 front + 1 Type A,7 USB 3.0 ports (4 rear + 2 front + 1 Type A,,Y,1,supermicro,1113S-WN10RT,SUPERMICRO,,,,,,,,,,
190,190.0,190.0,,,,338, 10°C to 35°C (50°F to 95°F, -40°C to 70°C (-40°F to 158°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing, 34 lbs (15.42 kg, 59 lbs (26.76 kg,CSE-216BTS-R1K23WBP,H11SSW-NT,2U,,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,1 PCI-E 3.0 x16,,PCI-E 3.0 x16 (FH/HL) slotM.2 Interface: PCI-E 3.0 x2 (NVMe based),2TB,5 USB 3.0 ports (4 rear + 1 Type A,5 USB 3.0 ports (4 rear + 1 Type A,,Y,1,supermicro,2113S-WN24RT,SUPERMICRO,,,,,,,,,,
